,Pclass,SibSp,Parch,Survived,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Age,Fare
32,1,1,0,1,1,0,0,1,0,3.7612001156935624,4.007333185232471
33,1,2,0,1,0,0,1,1,0,4.07753744390572,3.9318256327243257
34,1,0,0,0,0,0,1,0,1,3.7376696182833684,3.258096538021482
35,1,0,0,1,1,0,0,1,0,3.5553480614894135,5.351858133476067
36,1,0,0,1,0,0,1,1,0,3.6635616461296463,5.351858133476067
37,1,0,0,0,1,0,0,0,1,3.871201010907891,3.912023005428146
38,1,0,0,1,1,0,0,1,0,3.970291913552122,3.295836866004329
39,1,1,1,0,0,0,1,0,1,3.970291913552122,4.394449154672439
40,1,0,0,1,0,0,1,1,0,3.044522437723423,3.258096538021482
41,1,0,0,0,0,0,1,0,1,3.6375861597263857,3.6635616461296463
42,1,1,0,0,1,0,0,0,1,3.6635616461296463,4.2626798770413155
43,1,1,0,0,1,0,0,0,1,4.1588830833596715,4.31748811353631
44,1,0,0,0,0,0,1,0,1,3.4011973816621555,3.8066624897703196
45,1,1,0,1,1,0,0,1,0,3.871201010907891,4.663439094112067
46,1,1,1,0,1,0,0,0,1,3.8066624897703196,4.897839799950911
47,1,1,0,0,0,0,1,0,1,3.1780538303479458,4.406719247264253
48,1,1,0,0,0,0,1,0,1,3.713572066704308,3.9318256327243257
49,1,1,0,0,1,0,0,0,1,3.295836866004329,4.912654885736052
50,1,0,0,0,0,0,1,0,1,3.7376696182833684,0.0
51,1,1,0,1,1,0,0,1,0,3.258096538021482,4.912654885736052
52,1,0,0,1,1,0,0,1,0,4.007333185232471,3.295836866004329
53,1,1,1,1,1,0,0,1,0,3.912023005428146,5.351858133476067
54,1,1,1,0,0,0,1,0,1,4.04305126783455,5.099866427824199
55,1,0,0,0,0,0,1,0,1,3.7376696182833684,3.7376696182833684
56,1,0,0,1,1,0,0,1,0,3.713572066704308,3.295836866004329
57,1,1,0,0,1,0,0,0,1,4.04305126783455,4.983606621708336
58,1,1,0,0,1,0,0,0,1,3.9889840465642745,4.007333185232471
59,1,0,2,1,1,0,0,1,0,4.1588830833596715,4.418840607796598
60,1,1,1,0,1,0,0,0,1,3.6109179126442243,4.418840607796598
61,1,1,0,1,0,0,1,1,0,2.8903717578961645,3.970291913552122
62,1,0,0,1,1,0,0,1,0,4.007333185232471,4.90527477843843
63,1,1,1,1,1,0,0,1,0,3.295836866004329,5.5093883366279774
64,1,0,0,0,0,0,1,0,1,3.713572066704308,3.258096538021482
65,1,0,2,0,1,0,0,0,1,1.791759469228055,4.897839799950911
66,1,1,1,0,0,0,1,0,1,4.007333185232471,4.532599493153256
67,1,1,2,0,0,0,1,0,1,3.4011973816621555,5.017279836814924
68,1,1,0,0,1,0,0,0,1,3.8501476017100584,5.424950017481403
69,1,0,0,0,1,0,0,0,1,3.6635616461296463,3.2188758248682006
70,1,1,1,1,0,0,1,1,0,4.1588830833596715,3.258096538021482
71,1,0,0,0,0,0,1,0,1,3.4965075614664802,3.258096538021482
72,1,0,0,0,1,0,0,0,1,3.332204510175204,3.295836866004329
73,1,0,0,0,1,0,0,0,1,3.828641396489095,4.31748811353631
74,1,0,1,1,1,0,0,1,0,3.091042453358316,4.110873864173311
75,1,0,0,0,0,0,1,0,1,2.833213344056216,3.8501476017100584
76,1,1,0,1,0,0,1,1,0,3.1354942159291497,4.406719247264253
77,1,0,0,0,0,0,1,0,1,3.713572066704308,3.258096538021482
78,1,0,1,1,1,0,0,1,0,3.091042453358316,4.07753744390572
79,1,0,0,0,0,0,1,0,1,3.713572066704308,3.4011973816621555
80,1,3,2,1,0,0,1,1,0,3.332204510175204,5.572154032177765
81,1,1,0,0,0,0,1,0,1,3.1780538303479458,4.0943445622221
82,1,0,0,1,0,0,1,1,0,3.4011973816621555,5.099866427824199
83,1,0,0,0,0,0,1,0,1,4.007333185232471,3.912023005428146
84,1,0,0,1,1,0,0,1,0,3.6635616461296463,4.68213122712422
85,1,0,0,0,0,0,1,0,1,3.828641396489095,3.258096538021482
86,1,1,0,0,1,0,0,0,1,3.4011973816621555,4.04305126783455
87,1,0,0,1,1,0,0,1,0,4.0943445622221,4.330733340286331
88,1,1,1,1,1,0,0,1,0,3.871201010907891,4.3694478524670215
89,1,1,0,1,0,0,1,1,0,2.8903717578961645,4.0943445622221
90,1,0,0,0,0,0,1,0,1,3.1354942159291497,4.532599493153256
91,1,0,0,0,1,0,0,0,1,3.8066624897703196,3.367295829986474
92,1,0,1,1,0,0,1,1,0,3.9318256327243257,3.6635616461296463
93,1,1,0,1,0,0,1,1,0,3.8066624897703196,3.9512437185814275
94,1,1,3,1,1,0,0,1,0,3.871201010907891,5.568344503761097
95,1,0,1,0,1,0,0,0,1,3.044522437723423,4.110873864173311
96,1,1,0,1,0,1,0,1,0,3.6109179126442243,4.499809670330265
97,1,0,0,1,0,0,1,1,0,3.6109179126442243,3.4339872044851463
98,1,0,0,1,1,0,0,1,0,3.58351893845611,5.568344503761097
99,1,1,0,0,1,0,0,0,1,3.7612001156935624,3.295836866004329
100,1,1,1,0,1,0,0,0,1,3.912023005428146,5.351858133476067
101,1,1,4,1,0,0,1,1,0,4.0943445622221,5.572154032177765
102,1,0,0,0,0,0,1,0,1,3.8501476017100584,3.7376696182833684
103,1,1,0,1,0,0,1,1,0,3.8501476017100584,4.110873864173311
104,1,2,2,0,1,0,0,0,1,2.5649493574615367,5.568344503761097
105,1,1,0,0,1,0,0,0,1,4.007333185232471,4.07753744390572
106,1,0,0,0,1,0,0,0,1,3.4339872044851463,3.332204510175204
107,2,1,0,1,0,0,1,1,0,4.0943445622221,3.258096538021482
108,2,2,0,0,0,0,1,0,1,3.091042453358316,3.4339872044851463
109,2,1,2,1,1,0,0,1,0,0.0,3.713572066704308
110,2,0,0,0,0,0,1,0,1,3.258096538021482,2.5649493574615367
111,2,0,0,0,0,0,1,0,1,3.713572066704308,2.5649493574615367
112,2,0,0,1,0,0,1,1,0,3.258096538021482,2.5649493574615367
113,2,2,1,1,0,0,1,1,0,2.4849066497880004,3.6635616461296463
114,2,1,0,0,0,0,1,0,1,3.1354942159291497,2.302585092994046
115,2,1,1,0,0,0,1,0,1,3.258096538021482,3.367295829986474
116,2,1,0,0,0,0,1,0,1,3.367295829986474,3.258096538021482
117,2,0,0,0,0,0,1,0,1,3.044522437723423,2.5649493574615367
118,2,0,0,1,0,0,1,1,0,3.091042453358316,2.302585092994046
119,2,0,2,1,0,0,1,1,0,3.871201010907891,3.58351893845611
120,2,0,0,0,0,1,0,0,1,3.5553480614894135,2.4849066497880004
121,2,0,0,0,0,0,1,0,1,3.8501476017100584,2.302585092994046
122,2,0,2,1,0,0,1,1,0,3.8066624897703196,3.4011973816621555
123,2,1,1,1,0,0,1,1,0,2.8903717578961645,2.5649493574615367
124,2,0,0,0,0,0,1,0,1,2.833213344056216,4.290459441148391
125,2,0,1,0,0,0,1,0,1,3.7612001156935624,3.044522437723423
126,2,0,2,1,0,0,1,1,0,2.70805020110221,3.6635616461296463
127,2,0,0,0,0,0,1,0,1,3.1354942159291497,2.302585092994046
128,2,1,0,0,0,0,1,0,1,4.143134726391533,3.258096538021482
129,2,0,2,0,0,0,1,0,1,2.0794415416798357,3.4657359027997265
130,2,0,0,0,0,1,0,0,1,4.110873864173311,2.4849066497880004
131,2,0,0,0,0,0,1,0,1,3.58351893845611,2.5649493574615367
132,2,1,1,1,0,0,1,1,0,2.0794415416798357,3.258096538021482
133,2,1,0,0,0,0,1,0,1,3.5263605246161616,3.258096538021482
134,2,0,0,0,0,0,1,0,1,3.6888794541139363,2.5649493574615367
135,2,0,0,0,0,0,1,0,1,2.6390573296152584,4.174387269895637
136,2,0,0,0,1,0,0,0,1,3.2188758248682006,2.70805020110221
137,2,0,0,0,0,0,1,0,1,3.2188758248682006,2.302585092994046
138,2,0,0,0,0,0,1,0,1,3.6888794541139363,2.772588722239781
139,2,0,0,0,1,0,0,0,1,2.995732273553991,2.5649493574615367
140,2,0,0,0,0,0,1,0,1,3.1780538303479458,2.302585092994046
141,2,1,0,0,0,0,1,0,1,3.6375861597263857,3.044522437723423
142,2,0,0,0,0,0,1,0,1,3.4011973816621555,2.5649493574615367
143,2,1,0,0,0,0,1,0,1,3.912023005428146,3.258096538021482
144,2,0,3,1,0,0,1,1,0,3.58351893845611,3.6635616461296463
145,2,2,0,0,0,0,1,0,1,3.1780538303479458,3.4339872044851463
146,2,0,0,1,0,0,1,1,0,2.995732273553991,3.58351893845611
147,2,0,1,1,0,0,1,1,0,3.044522437723423,3.044522437723423
148,2,0,0,0,0,0,1,0,1,2.9444389791664403,2.302585092994046
149,2,1,0,1,1,0,0,1,0,3.4011973816621555,2.5649493574615367
150,2,1,0,1,1,0,0,1,0,3.1780538303479458,3.295836866004329
151,2,0,0,0,1,0,0,0,1,3.2188758248682006,2.70805020110221
152,2,1,1,0,0,0,1,0,1,3.4011973816621555,3.258096538021482
153,2,0,0,0,0,0,1,0,1,2.8903717578961645,2.5649493574615367
154,2,0,0,0,0,0,1,0,1,4.04305126783455,2.5649493574615367
155,2,0,0,0,0,0,1,0,1,3.091042453358316,2.302585092994046
156,2,0,0,1,0,0,1,1,0,2.9444389791664403,2.5649493574615367
157,2,1,1,1,1,0,0,1,0,3.1780538303479458,3.6109179126442243
158,2,0,0,1,0,0,1,1,0,3.4339872044851463,3.044522437723423
159,2,1,0,0,0,0,1,0,1,3.295836866004329,3.258096538021482
160,2,1,0,0,0,0,1,0,1,3.4011973816621555,3.044522437723423
161,2,1,0,0,0,0,1,0,1,3.6888794541139363,3.258096538021482
162,2,1,2,1,0,0,1,1,0,3.1780538303479458,4.174387269895637
163,2,0,0,0,0,0,1,0,1,3.332204510175204,2.302585092994046
164,2,0,2,1,0,0,1,1,0,3.367295829986474,3.1354942159291497
165,2,0,0,0,0,0,1,0,1,3.5263605246161616,2.4849066497880004
166,2,1,0,1,0,0,1,1,0,2.995732273553991,3.258096538021482
167,2,0,0,0,0,0,1,0,1,3.4657359027997265,2.5649493574615367
168,2,0,0,0,1,0,0,0,1,3.4011973816621555,2.4849066497880004
169,2,0,0,0,1,0,0,0,1,3.367295829986474,2.5649493574615367
170,2,1,1,0,0,0,1,0,1,0.6931471805599453,3.1354942159291497
171,2,1,0,0,0,0,1,0,1,3.044522437723423,2.3978952727983707
172,2,0,0,0,0,0,1,0,1,3.784189633918261,2.5649493574615367
173,2,0,0,0,0,1,0,0,1,3.4657359027997265,2.302585092994046
174,2,0,0,1,0,0,1,1,0,3.258096538021482,3.044522437723423
175,2,0,0,0,0,1,0,0,1,4.127134385045092,2.1972245773362196
176,2,0,0,0,0,0,1,0,1,3.4011973816621555,2.5649493574615367
177,2,0,0,0,0,0,1,0,1,3.044522437723423,2.3978952727983707
178,2,1,2,0,0,0,1,0,1,3.8918202981106265,4.174387269895637
179,2,0,0,0,0,0,1,0,1,2.8903717578961645,4.290459441148391
180,2,0,0,0,1,0,0,0,1,3.713572066704308,2.70805020110221
181,2,2,1,1,0,0,1,1,0,2.995732273553991,3.1354942159291497
182,2,1,1,0,0,0,1,0,1,3.7376696182833684,3.4657359027997265
183,2,1,0,1,0,0,1,1,0,3.367295829986474,3.258096538021482
184,2,0,0,0,0,0,1,0,1,3.2188758248682006,2.302585092994046
185,2,1,2,1,0,0,1,1,0,0.0,3.295836866004329
186,2,0,0,0,0,0,1,0,1,3.7376696182833684,2.5649493574615367
187,2,0,0,0,0,0,1,0,1,3.2188758248682006,3.4339872044851463
188,2,0,0,0,0,0,1,0,1,3.258096538021482,2.5649493574615367
189,2,0,0,0,0,0,1,0,1,2.8903717578961645,2.302585092994046
190,2,0,0,0,0,0,1,0,1,3.258096538021482,2.5649493574615367
191,2,0,0,0,0,0,1,0,1,3.4657359027997265,2.5649493574615367
192,2,0,0,1,0,0,1,1,0,3.4339872044851463,3.044522437723423
193,2,0,0,0,0,0,1,0,1,3.332204510175204,3.258096538021482
194,2,0,0,0,1,0,0,0,1,3.295836866004329,2.70805020110221
195,2,0,0,1,0,0,1,1,0,2.4849066497880004,2.70805020110221
196,2,0,0,1,0,0,1,1,0,3.4011973816621555,2.5649493574615367
197,2,1,0,1,0,0,1,1,0,3.367295829986474,3.258096538021482
198,2,0,0,0,0,0,1,0,1,3.1780538303479458,2.5649493574615367
199,2,0,0,1,0,0,1,1,0,3.091042453358316,3.044522437723423
200,3,0,0,0,0,0,1,0,1,3.258096538021482,2.0794415416798357
201,3,1,0,1,0,1,0,1,0,3.295836866004329,2.70805020110221
202,3,0,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
203,3,0,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
204,3,0,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
205,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
206,3,0,0,0,0,0,1,0,1,3.6375861597263857,1.9459101490553132
207,3,0,0,0,0,0,1,0,1,3.58351893845611,2.1972245773362196
208,3,0,0,0,0,0,1,0,1,3.58351893845611,1.9459101490553132
209,3,1,1,1,0,0,1,1,0,1.0986122886681098,2.5649493574615367
210,3,0,0,0,0,0,1,0,1,3.2188758248682006,2.0794415416798357
211,3,0,0,0,1,0,0,0,1,3.1354942159291497,1.9459101490553132
212,3,0,0,1,0,1,0,1,0,3.258096538021482,1.9459101490553132
213,3,1,1,1,0,0,1,1,0,0.6931471805599453,2.995732273553991
214,3,0,0,1,0,0,1,1,0,3.1354942159291497,2.0794415416798357
215,3,1,1,0,0,0,1,0,1,0.0,2.5649493574615367
216,3,0,0,1,0,1,0,1,0,3.4011973816621555,1.791759469228055
217,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
218,3,1,1,1,1,0,0,1,0,2.1972245773362196,2.70805020110221
219,3,0,0,0,1,0,0,0,1,3.1354942159291497,1.9459101490553132
220,3,0,0,1,0,0,1,1,0,3.332204510175204,1.9459101490553132
221,3,4,2,0,0,0,1,0,1,1.6094379124341003,3.4339872044851463
222,3,0,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
223,3,1,9,0,0,0,1,0,1,3.044522437723423,4.23410650459726
224,3,3,1,0,0,0,1,0,1,1.791759469228055,3.044522437723423
225,3,1,1,0,0,0,1,0,1,2.995732273553991,2.6390573296152584
226,3,0,0,1,0,0,1,1,0,2.772588722239781,1.9459101490553132
227,3,0,0,1,1,0,0,1,0,3.6375861597263857,1.9459101490553132
228,3,1,2,1,0,0,1,1,0,0.0,2.995732273553991
229,3,0,0,0,0,1,0,0,1,3.044522437723423,1.9459101490553132
230,3,0,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
231,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
232,3,1,0,1,0,0,1,1,0,3.4011973816621555,2.70805020110221
233,3,8,2,0,0,0,1,0,1,2.6390573296152584,4.23410650459726
234,3,0,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
235,3,0,0,0,0,0,1,0,1,3.295836866004329,2.0794415416798357
236,3,1,9,1,0,0,1,1,0,3.1354942159291497,4.23410650459726
237,3,1,0,0,1,0,0,0,1,2.6390573296152584,2.6390573296152584
238,3,0,0,1,0,0,1,1,0,3.091042453358316,3.6635616461296463
239,3,1,0,1,0,0,1,1,0,2.9444389791664403,2.772588722239781
240,3,0,0,1,0,0,1,1,0,3.091042453358316,2.6390573296152584
241,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
242,3,2,0,1,0,0,1,1,0,3.091042453358316,2.0794415416798357
243,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
244,3,0,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
245,3,2,0,0,1,0,0,0,1,2.772588722239781,3.044522437723423
246,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
247,3,0,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
248,3,0,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
249,3,0,0,0,0,0,1,0,1,3.1780538303479458,2.0794415416798357
250,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
251,3,0,1,0,0,0,1,0,1,0.0,2.1972245773362196
252,3,1,0,1,0,0,1,1,0,3.8066624897703196,2.6390573296152584
253,3,0,0,0,0,0,1,0,1,2.8903717578961645,2.0794415416798357
254,3,0,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
255,3,0,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
256,3,0,0,1,0,1,0,1,0,3.6109179126442243,1.9459101490553132
257,3,0,0,1,0,1,0,1,0,2.833213344056216,1.9459101490553132
258,3,0,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
259,3,0,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
260,3,0,0,0,0,1,0,0,1,3.4339872044851463,1.9459101490553132
261,3,0,0,0,1,0,0,0,1,3.2188758248682006,1.9459101490553132
262,3,0,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
263,3,0,0,0,0,0,1,0,1,3.1354942159291497,1.9459101490553132
264,3,0,0,0,0,1,0,0,1,3.1780538303479458,1.9459101490553132
265,3,3,1,0,0,0,1,0,1,3.367295829986474,3.091042453358316
266,3,0,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
267,3,0,2,0,0,0,1,0,1,2.5649493574615367,2.995732273553991
268,3,1,1,1,1,0,0,1,0,2.9444389791664403,2.70805020110221
269,3,0,2,0,1,0,0,0,1,3.6635616461296463,1.9459101490553132
270,3,0,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
271,3,0,0,0,0,1,0,0,1,3.5263605246161616,1.9459101490553132
272,3,0,0,1,0,0,1,1,0,3.044522437723423,2.0794415416798357
273,3,0,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
274,3,0,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
275,3,0,0,0,0,0,1,0,1,3.2188758248682006,2.0794415416798357
276,3,0,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
277,3,1,0,1,0,0,1,1,0,3.091042453358316,2.5649493574615367
278,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
279,3,0,0,1,0,0,1,1,0,2.995732273553991,1.9459101490553132
280,3,0,0,1,0,0,1,1,0,2.8903717578961645,2.0794415416798357
281,3,1,0,0,1,0,0,0,1,2.70805020110221,2.6390573296152584
282,3,0,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
283,3,1,1,0,1,0,0,0,1,1.791759469228055,2.70805020110221
284,3,0,0,1,0,1,0,1,0,3.1780538303479458,1.9459101490553132
285,3,0,0,0,0,0,1,0,1,3.2188758248682006,2.0794415416798357
286,3,0,0,1,0,0,1,1,0,3.367295829986474,1.9459101490553132
287,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
288,3,0,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
289,3,0,0,0,0,0,1,0,1,3.4965075614664802,2.0794415416798357
290,3,0,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
291,3,0,1,1,0,0,1,1,0,2.833213344056216,2.772588722239781
292,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
293,3,0,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
294,3,1,0,0,0,1,0,0,1,3.2188758248682006,1.9459101490553132
295,3,1,1,1,0,0,1,1,0,0.0,2.772588722239781
296,3,0,0,0,1,0,0,0,1,3.1354942159291497,1.791759469228055
297,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
298,3,1,0,0,1,0,0,0,1,2.8903717578961645,2.6390573296152584
299,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
300,3,0,0,0,0,0,1,0,1,3.091042453358316,2.0794415416798357
301,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
302,3,0,0,0,0,1,0,0,1,3.044522437723423,1.9459101490553132
303,3,0,0,0,0,0,1,0,1,3.332204510175204,3.091042453358316
304,3,1,1,1,1,0,0,1,0,2.772588722239781,2.0794415416798357
305,3,0,0,1,0,1,0,1,0,2.8903717578961645,1.9459101490553132
306,3,0,0,1,0,1,0,1,0,3.1780538303479458,1.9459101490553132
307,3,0,0,1,0,1,0,1,0,2.8903717578961645,1.9459101490553132
308,3,0,0,1,0,1,0,1,0,3.091042453358316,1.9459101490553132
309,3,0,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
310,3,1,0,0,0,0,1,0,1,3.912023005428146,2.6390573296152584
311,3,0,1,0,0,0,1,0,1,2.1972245773362196,1.0986122886681098
312,3,0,0,1,1,0,0,1,0,3.8066624897703196,1.9459101490553132
313,3,1,0,1,0,0,1,1,0,3.295836866004329,1.9459101490553132
314,3,0,0,0,1,0,0,0,1,3.044522437723423,1.9459101490553132
315,3,2,0,0,1,0,0,0,1,2.772588722239781,3.044522437723423
316,3,0,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
317,3,0,0,1,1,0,0,1,0,2.8903717578961645,1.9459101490553132
318,3,0,0,1,0,1,0,1,0,3.4011973816621555,1.9459101490553132
319,3,0,0,0,0,0,1,0,1,2.6390573296152584,2.1972245773362196
320,3,1,1,1,0,0,1,1,0,3.091042453358316,2.4849066497880004
321,3,0,0,0,0,0,1,0,1,3.295836866004329,2.0794415416798357
322,3,1,0,1,0,0,1,1,0,3.8501476017100584,1.9459101490553132
323,3,2,0,0,0,0,1,0,1,3.044522437723423,3.1780538303479458
324,3,1,2,1,0,0,1,1,0,3.4965075614664802,2.995732273553991
325,3,1,2,1,0,0,1,1,0,2.772588722239781,3.1354942159291497
326,3,0,0,0,1,0,0,0,1,2.8903717578961645,1.9459101490553132
327,3,0,0,0,0,0,1,0,1,2.8903717578961645,1.9459101490553132
328,3,0,0,0,0,0,1,0,1,2.833213344056216,1.9459101490553132
329,3,1,0,0,0,0,1,0,1,3.367295829986474,2.772588722239781
330,3,0,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
331,3,0,0,0,0,0,1,0,1,3.5553480614894135,1.9459101490553132
332,3,4,1,0,0,1,0,0,1,2.302585092994046,3.367295829986474
333,3,0,2,1,0,0,1,1,0,3.58351893845611,2.70805020110221
334,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
335,3,0,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
336,3,0,0,0,0,0,1,0,1,3.713572066704308,1.9459101490553132
337,3,0,1,0,1,0,0,0,1,3.6635616461296463,2.5649493574615367
338,3,0,0,0,0,0,1,0,1,3.258096538021482,4.02535169073515
339,3,0,0,0,0,0,1,0,1,3.2188758248682006,2.1972245773362196
340,3,0,0,1,0,0,1,1,0,3.044522437723423,2.0794415416798357
341,3,0,0,1,0,0,1,1,0,3.044522437723423,2.0794415416798357
342,3,0,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
343,3,2,0,1,0,1,0,1,0,3.258096538021482,3.1354942159291497
344,3,0,0,0,0,0,1,0,1,3.1780538303479458,2.0794415416798357
345,3,0,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
346,3,0,0,0,0,0,1,0,1,3.6888794541139363,2.70805020110221
347,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
348,3,0,0,0,0,0,1,0,1,3.1354942159291497,1.9459101490553132
349,3,0,2,1,1,0,0,1,0,3.2188758248682006,2.70805020110221
350,3,0,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
351,3,0,0,0,0,0,1,0,1,3.044522437723423,2.0794415416798357
352,3,1,0,0,0,0,1,0,1,3.044522437723423,1.791759469228055
353,3,0,0,0,0,0,1,0,1,3.2188758248682006,2.0794415416798357
354,3,4,2,1,0,0,1,1,0,3.6375861597263857,1.9459101490553132
355,3,0,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
356,3,0,0,0,0,0,1,0,1,3.4657359027997265,3.091042453358316
357,3,0,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
358,3,0,0,0,0,0,1,0,1,3.2188758248682006,2.0794415416798357
359,3,0,0,1,0,1,0,1,0,3.5553480614894135,1.9459101490553132
360,3,0,0,1,0,1,0,1,0,3.295836866004329,1.9459101490553132
361,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
362,3,0,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
363,3,0,0,0,1,0,0,0,1,2.995732273553991,1.9459101490553132
364,3,0,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
365,3,0,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
366,3,1,1,1,0,0,1,1,0,0.0,2.4849066497880004
367,3,0,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
368,3,1,0,0,0,0,1,0,1,3.58351893845611,2.833213344056216
369,3,0,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
370,3,0,0,0,0,0,1,0,1,3.332204510175204,2.0794415416798357
371,3,0,0,0,0,1,0,0,1,3.258096538021482,1.9459101490553132
372,3,0,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
373,3,0,0,0,0,0,1,0,1,3.4657359027997265,2.1972245773362196
374,3,0,0,0,0,0,1,0,1,3.1780538303479458,2.1972245773362196
